BR	Dia de Nossa Senhora Aparecida	12	10	2011	0	0
BR	Finados	2	11	2011	0	0
BR	Proclamação da República	15	11	2011	0	0
BR	Natal	25	12	2011	0	0
BR	Confraternização Universal	1	1	2012	0	0
BR	Carnaval	20	2	2012	0	0
BR	Carnaval	21	2	2012	0	0
BR	Sexta-feira Santa	6	4	2012	0	0
BR	Pascoa	8	4	2012	0	0
BR	Tiradentes	21	4	2012	0	0
BR	Dia do Trabalho	1	5	2012	0	0
BR	Corpus Cristi	7	6	2012	0	0
BR	Dia da Independência	7	9	2012	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2012	0	0
BR	Finados	2	11	2012	0	0
BR	Proclamação da República	15	11	2012	0	0
BR	Natal	25	12	2012	0	0
BR	Confraternização Universal	1	1	2013	0	0
BR	Carnaval	11	2	2013	0	0
BR	Carnaval	12	2	2013	0	0
BR	Sexta-feira Santa	29	3	2013	0	0
BR	Pascoa	31	3	2013	0	0
BR	Tiradentes	21	4	2013	0	0
BR	Dia do Trabalho	1	5	2013	0	0
BR	Corpus Cristi	30	5	2013	0	0
BR	Dia da Independência	7	9	2013	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2013	0	0
BR	Finados	2	11	2013	0	0
BR	Proclamação da República	15	11	2013	0	0
BR	Natal	25	12	2013	0	0
BR	Confraternização Universal	1	1	2014	0	0
BR	Carnaval	3	3	2014	0	0
BR	Carnaval	4	3	2014	0	0
BR	Sexta-feira Santa	18	4	2014	0	0
BR	Pascoa	20	4	2014	0	0
BR	Tiradentes	21	4	2014	0	0
BR	Dia do Trabalho	1	5	2014	0	0
BR	Corpus Cristi	19	6	2014	0	0
BR	Dia da Independência	7	9	2014	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2014	0	0
BR	Finados	2	11	2014	0	0
BR	Proclamação da República	15	11	2014	0	0
BR	Natal	25	12	2014	0	0
BR	Confraternização Universal	1	1	2015	0	0
BR	Carnaval	16	2	2015	0	0
BR	Carnaval	17	2	2015	0	0
BR	Sexta-feira Santa	3	4	2015	0	0
BR	Pascoa	5	4	2015	0	0
BR	Tiradentes	21	4	2015	0	0
BR	Dia do Trabalho	1	5	2015	0	0
BR	Corpus Cristi	4	6	2015	0	0
BR	Dia da Independência	7	9	2015	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2015	0	0
BR	Finados	2	11	2015	0	0
BR	Proclamação da República	15	11	2015	0	0
BR	Natal	25	12	2015	0	0
BR	Confraternização Universal	1	1	2016	0	0
BR	Carnaval	8	2	2016	0	0
BR	Carnaval	9	2	2016	0	0
BR	Sexta-feira Santa	25	3	2016	0	0
BR	Pascoa	27	3	2016	0	0
BR	Tiradentes	21	4	2016	0	0
BR	Dia do Trabalho	1	5	2016	0	0
BR	Corpus Cristi	26	5	2016	0	0
BR	Dia da Independência	7	9	2016	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2016	0	0
BR	Finados	2	11	2016	0	0
BR	Proclamação da República	15	11	2016	0	0
BR	Natal	25	12	2016	0	0
BR	Confraternização Universal	1	1	2017	0	0
BR	Carnaval	27	2	2017	0	0
BR	Carnaval	28	2	2017	0	0
BR	Sexta-feira Santa	14	4	2017	0	0
BR	Pascoa	16	4	2017	0	0
BR	Tiradentes	21	4	2017	0	0
BR	Dia do Trabalho	1	5	2017	0	0
BR	Corpus Cristi	15	6	2017	0	0
BR	Dia da Independência	7	9	2017	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2017	0	0
BR	Finados	2	11	2017	0	0
BR	Proclamação da República	15	11	2017	0	0
BR	Natal	25	12	2017	0	0
BR	Confraternização Universal	1	1	2018	0	0
BR	Carnaval	12	2	2018	0	0
BR	Carnaval	13	2	2018	0	0
BR	Pascoa	1	4	2018	0	0
BR	Tiradentes	21	4	2018	0	0
BR	Sexta-feira Santa	30	4	2018	0	0
BR	Dia do Trabalho	1	5	2018	0	0
BR	Corpus Cristi	31	5	2018	0	0
BR	Dia da Independência	7	9	2018	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2018	0	0
BR	Finados	2	11	2018	0	0
BR	Proclamação da República	15	11	2018	0	0
BR	Natal	25	12	2018	0	0
BR	Confraternização Universal	1	1	2019	0	0
BR	Carnaval	4	3	2019	0	0
BR	Carnaval	5	3	2019	0	0
BR	Sexta-feira Santa	19	4	2019	0	0
BR	Tiradentes	21	4	2019	0	0
BR	Dia do Trabalho	1	5	2019	0	0
BR	Corpus Cristi	20	6	2019	0	0
BR	Dia da Independência	7	9	2019	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2019	0	0
BR	Finados	2	11	2019	0	0
BR	Proclamação da República	15	11	2019	0	0
BR	Natal	25	12	2019	0	0
BR	Confraternização Universal	1	1	2020	0	0
BR	Carnaval	24	2	2020	0	0
BR	Carnaval	25	2	2020	0	0
BR	Sexta-feira Santa	10	4	2020	0	0
BR	Pascoa	12	4	2020	0	0
BR	Tiradentes	21	4	2020	0	0
BR	Dia do Trabalho	1	5	2020	0	0
BR	Corpus Cristi	11	6	2020	0	0
BR	Dia da Independência	7	9	2020	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2020	0	0
BR	Finados	2	11	2020	0	0
BR	Proclamação da República	15	11	2020	0	0
BR	Natal	25	12	2020	0	0
BR	Confraternização Universal	1	1	2021	0	0
BR	Carnaval	15	2	2021	0	0
BR	Carnaval	16	2	2021	0	0
BR	Sexta-feira Santa	2	4	2021	0	0
BR	Pascoa	4	4	2021	0	0
BR	Tiradentes	21	4	2021	0	0
BR	Dia do Trabalho	1	5	2021	0	0
BR	Corpus Cristi	3	6	2021	0	0
BR	Dia da Independência	7	9	2021	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2021	0	0
BR	Finados	2	11	2021	0	0
BR	Proclamação da República	15	11	2021	0	0
BR	Natal	25	12	2021	0	0
BR	Confraternização Universal	1	1	2022	0	0
BR	Carnaval	1	3	2022	0	0
BR	Carnaval	0	3	2022	0	0
BR	Sexta-feira Santa	15	4	2022	0	0
BR	Pascoa	17	4	2022	0	0
BR	Tiradentes	21	4	2022	0	0
BR	Dia do Trabalho	1	5	2022	0	0
BR	Corpus Cristi	16	6	2022	0	0
BR	Dia da Independência	7	9	2022	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2022	0	0
BR	Finados	2	11	2022	0	0
BR	Proclamação da República	15	11	2022	0	0
BR	Natal	25	12	2022	0	0
BR	Confraternização Universal	1	1	2023	0	0
BR	Carnaval	20	2	2023	0	0
BR	Carnaval	21	2	2023	0	0
BR	Sexta-feira Santa	7	4	2023	0	0
BR	Pascoa	9	4	2023	0	0
BR	Tiradentes	21	4	2023	0	0
BR	Dia do Trabalho	1	5	2023	0	0
BR	Corpus Cristi	8	6	2023	0	0
BR	Dia da Independência	7	9	2023	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2023	0	0
BR	Finados	2	11	2023	0	0
BR	Proclamação da República	15	11	2023	0	0
BR	Natal	25	12	2023	0	0
BR	Confraternização Universal	1	1	2024	0	0
